product_id,model_name,paradigm,MAE,RMSE,SMAPE
P13021,lstm,local,5.755699824238871,7.644701368949296,18.718796477399337
P13021,gru,local,5.266357940282576,7.088228621359247,17.196597248174804
P13022,baseline,local,11.439560439560442,18.75754857042802,22.00320915460756
P13022,arima,local,11.561759963428871,18.86205321226023,22.27035046269368
P13022,lightgbm,local,8.471645644304015,13.295456740400226,17.27503002444131
P13022,random_forest,local,8.485838824884556,13.263195659505008,17.315235128558975
P13022,mlp,local,8.918316081679349,13.219975807188892,19.04974222944553
P13022,lstm,local,8.609844604603973,13.207920261074657,17.75779621321928
P13022,gru,local,8.523966337210968,13.291251035766935,17.412920639740104
P13023,baseline,local,12.571428571428571,19.9551344596999,18.60143758150241
P13023,arima,local,12.708163784737636,20.06841178587491,18.826544301205026
P13023,lightgbm,local,9.600868334400628,14.711263433070268,15.032536842786214
P13023,random_forest,local,9.744471476207517,15.143600993575012,15.169457465489646
P13023,mlp,local,9.434096161000458,13.621757277311865,15.104938817709993
P13023,lstm,local,10.091930026099794,15.191538323299389,15.899702061897544
P13023,gru,local,9.312944374503669,14.34664008606654,14.597773469418277
P13024,baseline,local,4.437362637362638,6.190757893320475,16.540826028649533
P13024,arima,local,4.451444272076143,6.198795785136954,16.593318736729692
P13024,lightgbm,local,4.126911016486739,5.474802051619619,15.758509783879592
P13024,random_forest,local,3.909771956413522,5.245136612052433,14.870650899264206
P13024,mlp,local,3.6898812430245536,4.844354436851125,13.873460634141242
P13024,lstm,local,3.945519311087472,5.06625139681643,14.836176442612274
P13024,gru,local,3.831695222679949,5.03606948253429,14.4100233152059
P13025,baseline,local,4.378754578754579,5.79631209910653,12.233965161750165
P13025,arima,local,4.388764939065726,5.802026579969767,12.26179181498366
P13025,lightgbm,local,3.808117252715839,4.871509604180295,10.636056612339718
P13025,random_forest,local,4.011019170988162,4.983560924875525,11.266650833605087
P13025,mlp,local,4.132161388467083,5.061418056561667,11.433039358780542
P13025,lstm,local,3.9643959073356654,4.773308886213117,11.000571140437629
P13025,gru,local,3.7850643130012487,4.92995685714471,10.523376810749342
P13028,baseline,local,4.313553113553113,5.819707934870346,16.960141229582344
P13028,arima,local,4.313553113553113,5.819707934870346,16.960141229582344
P13028,lightgbm,local,3.735500694001904,4.908260506275612,15.241936405153895
P13028,random_forest,local,3.833363355964161,5.011533810234118,15.705754245639586
P13028,mlp,local,3.7710588532053055,4.910272837619646,15.422775795101272
P13028,lstm,local,3.6012449886335998,4.636186816598675,14.717589992477432
P13028,gru,local,3.462825267917507,4.560781639704112,14.04406038512387
P13033,baseline,local,0.0,0.0,0.0
P13033,arima,local,0.0,0.0,0.0
P13033,lightgbm,local,0.6639438748352416,0.666483699770388,2.6927304202954643
P13033,random_forest,local,0.0,0.0,0.0
P13033,mlp,local,1.1800536270979998,1.3344428882332957,4.848932666219018
P13033,lstm,local,0.8764021835047682,0.9918928309937648,3.5619460663442224
P13033,gru,local,1.0038470523261327,1.0825897126070871,4.134671873989921
P13034,baseline,local,0.0,0.0,0.0
P13034,arima,local,0.0,0.0,0.0
P13034,lightgbm,local,0.7593026822373871,0.762098427620551,2.65415165931882
P13034,random_forest,local,1.3698630137071178e-05,1.3698630137071178e-05,4.723659985445375e-05
P13034,mlp,local,1.2602673065968049,1.3971253746299237,4.224519090226231
P13034,lstm,local,1.033008797614129,1.1118767844148432,3.60390276868566
P13034,gru,local,1.261700917338277,1.3305512906641126,4.384050483013305
P13035,baseline,local,0.0,0.0,0.0
