product_id,model_name,paradigm,horizon,MAE,RMSE,SMAPE
P11014,arima,local,60,3.9194139194139193,4.426857756502756,4.1234810463407445
P11014,arima,local,120,3.241758241758242,5.054646431620076,3.427086827715177
P11014,arima,local,250,2.2161172161933145,3.3287514296212604,2.3389408004401053
P11014,lightgbm,local,1,1.858325859006464,2.7664257266063847,1.9388177609119572
P11014,lightgbm,local,20,8.983901137440212,9.383915770970168,9.882062721429428
P11014,lightgbm,local,60,6.590916080716938,7.124943777357903,7.234939337711684
P11014,lightgbm,local,120,5.028003219116867,5.876410384354888,5.468369537415309
P11014,lightgbm,local,250,10.157089128852537,10.37563638808412,11.441546937499936
P11014,random_forest,local,1,2.263736263736263,2.95935840982504,2.3791396259451822
P11014,random_forest,local,20,9.677655677655675,10.00931800306329,10.688460219529269
P11014,random_forest,local,60,8.394598089854878,9.146278657820828,9.354672009600051
P11014,random_forest,local,120,4.714763602665356,5.619224275943304,5.136085449483753
P11014,random_forest,local,250,11.312087912087913,11.48199099529856,12.819248373008936
P11014,mlp,local,1,1.0415399292886476,1.3950724938060317,1.10730654390548
P11014,mlp,local,20,2.223693148993747,2.710552514447574,2.350311064460654
P11014,mlp,local,60,6.905732011620378,7.246713644962492,7.552957995367481
P11014,mlp,local,120,8.028035509717334,9.220685598847448,9.017423493629511
P11014,mlp,local,250,13.626428764818352,14.049221591774293,15.68793981987024
P11014,lstm,local,1,5.03336932283618,5.6892461559045335,5.389984542667235
P11014,lstm,local,20,5.7170111408163775,6.296032680811008,6.150700122828552
P11014,lstm,local,60,6.913043514712826,7.364064296502693,7.494697327937496
P11014,lstm,local,120,9.3549314785353,9.546856946292012,10.39483517796403
P11014,lstm,local,250,9.544231289035672,9.729481843049776,10.703477083742346
P11014,gru,local,1,4.910888923393501,5.557262082767346,5.252977673098513
P11014,gru,local,20,5.504995856092963,6.112899176611164,5.912972115830496
P11014,gru,local,60,8.333831228179372,8.765426291243484,9.11539428580845
P11014,gru,local,120,7.856153858450306,8.127339250773092,8.65937278638364
P11014,gru,local,250,9.684579003861536,9.918221358484772,10.872643057036449
P11015,baseline,local,1,0.0732600732600732,0.6052275326688024,0.0888000887947069
